,Incumbent,Name,Office,Party,Percent,Won,Year,CF_ID,Committee_Name,Individual,sub_100,Candidate_Committee,Ind_DE,Self,PAC,National_Sub_Committees,Contrib_Total,Candidate Expenses,Contributions,Field Expenses,Fund Raiser,Mail,Media,Printing and Campaign Materials,Rent and Other Office expenses,Salaries and Other compensation,smol,Expend_Total
49,1,VALERIE LONGHURST,STATE REPRESENTATIVE DISTRICT 15,D,87.87,1.0,2018.0,1000298,Friends of Valerie Longhurst,2825.0,550.0,0.0,3375.0,0.0,13475.0,0.0,20225.0,905.0,13500.0,1100.0,1035.68,859.64,7841.87,746.0,2518.1299999999997,697.8,0.0,29204.12
50,0,AMY MERLINO,STATE REPRESENTATIVE DISTRICT 15,O,12.13,0.0,2018.0,1004475,Amy Merlino 15th District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,FRANKLIN D COOKE JR,STATE REPRESENTATIVE DISTRICT 16,D,85.38,1.0,2018.0,1004371,Citizens for Frank Cooke,250.0,400.0,600.0,2451.0,2654.98,11100.0,0.0,17455.98,905.0,0.0,27.16,1171.57,11.0,2495.0,2469.0,0.0,0.0,152.91,7231.639999999999
52,0,ALBERT JOHN AMENT,STATE REPRESENTATIVE DISTRICT 16,R,14.62,0.0,2018.0,1004384,The Friends to Elect Al Ament,0.0,0.0,0.0,0.0,13951.91,600.0,0.0,14551.91,0.0,0.0,0.0,6.0,0.0,0.0,1495.0,0.0,0.0,0.0,1501.0
53,0,MELISSA MINOR-BROWN,STATE REPRESENTATIVE DISTRICT 17,D,100.0,1.0,2018.0,1004342,Minor-Brown for 17th District,0.0,1619.99,1200.0,2000.0,1100.0,8137.0,0.0,14056.99,905.0,250.0,18.37,175.38,861.0,175.25,2976.85,566.57,0.0,37.77,5966.1900000000005
54,1,DAVID S BENTZ,STATE REPRESENTATIVE DISTRICT 18,D,100.0,1.0,2018.0,1003513,Committee to Elect David Bentz,600.0,1750.0,300.0,873.3,0.0,5125.0,0.0,8648.3,905.2,2700.0,587.87,1874.76,0.0,290.0,0.0,0.0,0.0,84.0,6441.83
55,1,KIMBERLY WILLIAMS,STATE REPRESENTATIVE DISTRICT 19,D,65.86,1.0,2018.0,1001986,Kim Williams for State Representative,0.0,5275.0,3400.0,1820.0,0.0,14350.0,0.0,24845.0,905.0,5175.0,1855.25,1167.37,5675.63,4971.790000000001,5545.1900000000005,4714.94,0.0,2486.5299999999997,32496.700000000008
56,0,JAMES R STARTZMAN JR,STATE REPRESENTATIVE DISTRICT 19,R,34.14,0.0,2018.0,1003212,Friends of Jim Startzman,0.0,1280.0,600.0,2300.0,2600.0,1200.0,0.0,7980.0,905.0,75.0,43.73,77.72999999999999,0.0,3019.58,1251.9900000000002,59.96,0.0,0.0,5432.990000000001
57,1,STEPHEN T SMYK,STATE REPRESENTATIVE DISTRICT 20,R,56.06,1.0,2018.0,1002679,Friends of Steve Smyk,3000.0,5836.93,1200.0,9100.0,0.0,13131.46,0.0,32268.39,905.0,1200.0,1640.87,3749.3599999999997,2342.09,15804.6,3755.0,11.82,0.0,90.0,29498.74
58,0,JOHN D BUCCHIONI,STATE REPRESENTATIVE DISTRICT 20,D,43.01,0.0,2018.0,1004184,Friends of Jack Bucchioni,250.0,5335.0,0.0,5610.0,11819.08,4150.0,0.0,27164.08,905.0,0.0,275.05,1994.38,600.21,7623.93,6050.560000000001,0.0,928.5,0.0,18377.629999999997
59,0,HARRY R SMOUSE JR,STATE REPRESENTATIVE DISTRICT 20,O,0.93,0.0,2018.0,1004474,UNKNOWN COMMITTEE,0.0,0.0,0.0,0.0,1089.0,0.0,0.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,0.0,0.0,0.0,1089.0
60,1,MICHAEL RAMONE,STATE REPRESENTATIVE DISTRICT 21,R,52.09,1.0,2018.0,1001285,Friends for Mike Ramone,3900.0,1700.0,300.0,11563.0,0.0,17825.0,0.0,35288.0,905.0,11610.0,1318.93,6279.19,2682.4,8141.879999999999,28739.18,3963.469999999999,249.0,843.93,64732.98000000001
61,0,STEPHANIE BARRY,STATE REPRESENTATIVE DISTRICT 21,D,47.91,0.0,2018.0,1004399,Friends For Stephanie Barry,1800.0,4912.0,3350.0,4860.0,1174.28,10900.0,0.0,26996.28,0.0,905.0,150.0,558.5999999999999,2967.05,12458.5,4067.68,147.75,0.0,138.24,21392.820000000003
62,0,MICHAEL F SMITH,STATE REPRESENTATIVE DISTRICT 22,R,50.6,1.0,2018.0,1003160,Mike Smith for Delaware,4450.0,6640.74,3300.0,40890.0,0.0,17355.0,0.0,72635.73999999999,0.0,0.0,5068.13,339.22,28818.57,8551.13,7265.099999999999,1328.85,0.0,450.84,51821.84
63,0,GUILLERMINA GONZALEZ,STATE REPRESENTATIVE DISTRICT 22,D,49.4,0.0,2018.0,1004194,Guillermina Gonzalez for Delaware,6575.0,12662.629999999997,3100.0,28174.739999999998,2861.92,4800.0,0.0,58174.29,905.0,0.0,3755.2399999999993,4922.290000000001,3533.25,17071.21,6590.46,889.7100000000002,7160.0,629.87,45457.03000000006
64,1,PAUL S BAUMBACH,STATE REPRESENTATIVE DISTRICT 23,D,100.0,1.0,2018.0,1002735,Committee to Elect Paul Baumbach,600.0,7030.0,300.0,1425.0,0.0,3150.0,0.0,12505.0,905.0,275.0,866.01,10471.219999999998,7656.82,3170.0599999999995,5114.84,2636.74,1470.0,25.5,32591.190000000006
65,1,EDWARD OSIENSKI,STATE REPRESENTATIVE DISTRICT 24,D,69.34,1.0,2018.0,1002132,Campaign to Elect Osienski,300.0,2500.0,2250.0,200.0,0.0,15150.0,0.0,20400.0,905.0,1500.0,275.0,1466.65,5502.4,1325.0,6591.0,0.0,0.0,0.0,17565.050000000003
66,0,WILLIAM W DILKS SR,STATE REPRESENTATIVE DISTRICT 24,R,30.66,0.0,2018.0,1004171,People to Elect Bill Dilks,0.0,1150.0,0.0,655.4300000000001,7795.88,1100.0,0.0,10701.310000000001,905.0,0.0,94.49000000000001,1013.8199999999999,0.0,499.0,5653.54,25.46,0.0,0.0,8191.3099999999995
67,1,JOHN A KOWALKO JR,STATE REPRESENTATIVE DISTRICT 25,D,64.78,1.0,2018.0,1000444,Committee to Elect Kowalko,600.0,4023.9,1200.0,3335.0,0.0,7000.0,0.0,16158.9,905.0,2095.0,135.14,1451.24,7629.280000000001,1473.2,4663.69,608.76,0.0,624.97,19586.28
68,0,BRYAN K RASH,STATE REPRESENTATIVE DISTRICT 25,R,35.22,0.0,2018.0,1004381,Bryan Rash for House,0.0,1423.91,1800.0,13908.0,2377.39,6132.0,0.0,25641.299999999996,905.0,175.0,866.81,693.63,4948.88,2135.5899999999997,11630.0,602.75,0.0,0.0,21957.659999999996
69,1,JOHN VIOLA,STATE REPRESENTATIVE DISTRICT 26,D,73.89,1.0,2018.0,1000122,Committee To Elect John Viola,500.0,2000.0,0.0,1850.0,0.0,8075.0,0.0,12425.0,905.0,12975.0,300.0,1501.4,1371.75,2075.0,7776.9,0.0,0.0,0.0,26905.050000000003
70,0,JUSTIN CRUICE,STATE REPRESENTATIVE DISTRICT 26,R,26.11,0.0,2018.0,1004416,Justin Cruice for Delaware,150.0,2036.44,900.0,2445.0,905.0,1900.0,0.0,8336.439999999999,905.0,0.0,101.94,123.42000000000002,3.5,150.0,4599.0,69.94,0.0,0.0,5952.799999999999
71,1,EARL G JAQUES JR,STATE REPRESENTATIVE DISTRICT 27,D,85.33,1.0,2018.0,1001341,Friends for Jaques,0.0,2300.0,0.0,1750.0,0.0,5175.0,0.0,9225.0,905.0,3835.0,1423.9,2379.27,0.0,763.0,8977.630000000001,0.0,0.0,0.0,18283.8
72,0,WILLIAM HINDS,STATE REPRESENTATIVE DISTRICT 27,O,14.67,0.0,2018.0,1004450,Friends of Jim Spencer,0.0,200.0,0.0,800.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,41.0,650.0,575.0,0.0,0.0,0.0,1266.0
73,1,WILLIAM J CARSON JR,STATE REPRESENTATIVE DISTRICT 28,D,67.98,1.0,2018.0,1001609,Committee to Elect Bill Carson,1500.0,20.0,760.0,2780.0,0.0,14545.0,0.0,19605.0,0.0,1840.0,2985.0,8853.279999999999,13827.4,13147.11,1166.38,0.0,0.0,2421.63,44240.799999999996
